4000.00;94.16
3999.00;94.15
3998.00;94.15
3997.00;94.16
3996.00;94.18
3995.00;94.19
3994.00;94.18
3993.00;94.16
3992.00;94.14
3991.00;94.12
3990.00;94.13
3989.00;94.17
3988.00;94.22
3987.00;94.26
3986.00;94.28
3985.00;94.27
3984.00;94.26
3983.00;94.25
3982.00;94.25
3981.00;94.28
3980.00;94.32
3979.00;94.34
3978.00;94.34
3977.00;94.32
3976.00;94.29
3975.00;94.25
3974.00;94.22
3973.00;94.20
3972.00;94.19
3971.00;94.21
3970.00;94.24
3969.00;94.28
3968.00;94.32
3967.00;94.35
3966.00;94.36
3965.00;94.34
3964.00;94.30
3963.00;94.26
3962.00;94.24
3961.00;94.23
3960.00;94.25
3959.00;94.27
3958.00;94.29
3957.00;94.30
3956.00;94.30
3955.00;94.28
3954.00;94.25
3953.00;94.22
3952.00;94.21
3951.00;94.22
3950.00;94.24
3949.00;94.27
3948.00;94.29
3947.00;94.31
3946.00;94.31
3945.00;94.32
3944.00;94.34
3943.00;94.36
3942.00;94.38
3941.00;94.37
3940.00;94.35
3939.00;94.34
3938.00;94.34
3937.00;94.34
3936.00;94.35
3935.00;94.34
3934.00;94.34
3933.00;94.34
3932.00;94.35
3931.00;94.35
3930.00;94.35
3929.00;94.34
3928.00;94.34
3927.00;94.35
3926.00;94.38
3925.00;94.40
3924.00;94.40
3923.00;94.40
3922.00;94.38
3921.00;94.36
3920.00;94.33
3919.00;94.29
3918.00;94.27
3917.00;94.27
3916.00;94.30
3915.00;94.35
3914.00;94.39
3913.00;94.43
3912.00;94.44
3911.00;94.43
3910.00;94.39
3909.00;94.35
3908.00;94.32
3907.00;94.31
3906.00;94.33
3905.00;94.36
3904.00;94.39
3903.00;94.41
3902.00;94.43
3901.00;94.47
3900.00;94.51
3899.00;94.53
3898.00;94.53
3897.00;94.51
3896.00;94.48
3895.00;94.45
3894.00;94.43
3893.00;94.43
3892.00;94.45
3891.00;94.48
3890.00;94.50
3889.00;94.50
3888.00;94.51
3887.00;94.52
3886.00;94.52
3885.00;94.51
3884.00;94.50
3883.00;94.50
3882.00;94.51
3881.00;94.52
3880.00;94.53
3879.00;94.54
3878.00;94.56
3877.00;94.59
3876.00;94.62
3875.00;94.64
3874.00;94.65
3873.00;94.66
3872.00;94.67
3871.00;94.68
3870.00;94.68
3869.00;94.67
3868.00;94.64
3867.00;94.62
3866.00;94.60
3865.00;94.59
3864.00;94.58
3863.00;94.56
3862.00;94.55
3861.00;94.54
3860.00;94.54
3859.00;94.54
3858.00;94.55
3857.00;94.57
3856.00;94.58
3855.00;94.61
3854.00;94.63
3853.00;94.66
3852.00;94.69
3851.00;94.72
3850.00;94.74
3849.00;94.75
3848.00;94.74
3847.00;94.71
3846.00;94.69
3845.00;94.66
3844.00;94.64
3843.00;94.64
3842.00;94.64
3841.00;94.66
3840.00;94.69
3839.00;94.70
3838.00;94.70
3837.00;94.69
3836.00;94.69
3835.00;94.70
3834.00;94.72
3833.00;94.74
3832.00;94.75
3831.00;94.74
3830.00;94.73
3829.00;94.75
3828.00;94.77
3827.00;94.79
3826.00;94.79
3825.00;94.79
3824.00;94.80
3823.00;94.83
3822.00;94.86
3821.00;94.85
3820.00;94.82
3819.00;94.78
3818.00;94.78
3817.00;94.80
3816.00;94.82
3815.00;94.83
3814.00;94.80
3813.00;94.77
3812.00;94.74
3811.00;94.71
3810.00;94.70
3809.00;94.73
3808.00;94.79
3807.00;94.85
3806.00;94.89
3805.00;94.89
3804.00;94.89
3803.00;94.91
3802.00;94.94
3801.00;94.95
3800.00;94.93
3799.00;94.89
3798.00;94.85
3797.00;94.82
3796.00;94.82
3795.00;94.83
3794.00;94.84
3793.00;94.84
3792.00;94.85
3791.00;94.86
3790.00;94.87
3789.00;94.88
3788.00;94.87
3787.00;94.86
3786.00;94.85
3785.00;94.85
3784.00;94.86
3783.00;94.87
3782.00;94.89
3781.00;94.91
3780.00;94.93
3779.00;94.93
3778.00;94.92
3777.00;94.91
3776.00;94.90
3775.00;94.89
3774.00;94.87
3773.00;94.85
3772.00;94.84
3771.00;94.84
3770.00;94.85
3769.00;94.86
3768.00;94.86
3767.00;94.87
3766.00;94.90
3765.00;94.94
3764.00;94.97
3763.00;94.97
3762.00;94.96
3761.00;94.93
3760.00;94.92
3759.00;94.92
3758.00;94.94
3757.00;94.96
3756.00;94.96
3755.00;94.96
3754.00;94.97
3753.00;94.98
3752.00;94.98
3751.00;94.96
3750.00;94.93
3749.00;94.89
3748.00;94.86
3747.00;94.87
3746.00;94.90
3745.00;94.93
3744.00;94.93
3743.00;94.90
3742.00;94.88
3741.00;94.89
3740.00;94.91
3739.00;94.92
3738.00;94.92
3737.00;94.92
3736.00;94.95
3735.00;94.98
3734.00;94.99
3733.00;95.00
3732.00;95.00
3731.00;95.00
3730.00;95.01
3729.00;95.01
3728.00;95.02
3727.00;95.03
3726.00;95.04
3725.00;95.05
3724.00;95.05
3723.00;95.07
3722.00;95.10
3721.00;95.12
3720.00;95.13
3719.00;95.11
3718.00;95.07
3717.00;95.04
3716.00;95.01
3715.00;95.01
3714.00;95.02
3713.00;95.03
3712.00;95.03
3711.00;95.04
3710.00;95.05
3709.00;95.07
3708.00;95.08
3707.00;95.07
3706.00;95.06
3705.00;95.06
3704.00;95.07
3703.00;95.09
3702.00;95.10
3701.00;95.12
3700.00;95.14
3699.00;95.17
3698.00;95.19
3697.00;95.19
3696.00;95.15
3695.00;95.09
3694.00;95.02
3693.00;94.97
3692.00;94.96
3691.00;95.00
3690.00;95.07
3689.00;95.12
3688.00;95.14
3687.00;95.14
3686.00;95.12
3685.00;95.11
3684.00;95.10
3683.00;95.09
3682.00;95.09
3681.00;95.09
3680.00;95.08
3679.00;95.09
3678.00;95.10
3677.00;95.11
3676.00;95.10
3675.00;95.07
3674.00;95.03
3673.00;95.01
3672.00;95.02
3671.00;95.05
3670.00;95.07
3669.00;95.08
3668.00;95.08
3667.00;95.08
3666.00;95.08
3665.00;95.06
3664.00;95.04
3663.00;95.03
3662.00;95.02
3661.00;95.02
3660.00;95.03
3659.00;95.03
3658.00;95.04
