4000.00;91.62
3999.00;91.59
3998.00;91.58
3997.00;91.60
3996.00;91.64
3995.00;91.66
3994.00;91.66
3993.00;91.64
3992.00;91.64
3991.00;91.65
3990.00;91.67
3989.00;91.69
3988.00;91.70
3987.00;91.70
3986.00;91.69
3985.00;91.69
3984.00;91.69
3983.00;91.69
3982.00;91.69
3981.00;91.68
3980.00;91.66
3979.00;91.64
3978.00;91.61
3977.00;91.58
3976.00;91.58
3975.00;91.59
3974.00;91.62
3973.00;91.65
3972.00;91.67
3971.00;91.68
3970.00;91.68
3969.00;91.68
3968.00;91.69
3967.00;91.71
3966.00;91.71
3965.00;91.71
3964.00;91.70
3963.00;91.69
3962.00;91.69
3961.00;91.70
3960.00;91.71
3959.00;91.70
3958.00;91.69
3957.00;91.66
3956.00;91.65
3955.00;91.65
3954.00;91.65
3953.00;91.65
3952.00;91.66
3951.00;91.66
3950.00;91.66
3949.00;91.65
3948.00;91.63
3947.00;91.62
3946.00;91.62
3945.00;91.64
3944.00;91.65
3943.00;91.64
3942.00;91.61
3941.00;91.59
3940.00;91.60
3939.00;91.62
3938.00;91.65
3937.00;91.66
3936.00;91.67
3935.00;91.68
3934.00;91.71
3933.00;91.74
3932.00;91.77
3931.00;91.79
3930.00;91.79
3929.00;91.79
3928.00;91.77
3927.00;91.75
3926.00;91.73
3925.00;91.73
3924.00;91.72
3923.00;91.70
3922.00;91.66
3921.00;91.62
3920.00;91.60
3919.00;91.61
3918.00;91.64
3917.00;91.68
3916.00;91.71
3915.00;91.73
3914.00;91.73
3913.00;91.73
3912.00;91.73
3911.00;91.73
3910.00;91.72
3909.00;91.70
3908.00;91.68
3907.00;91.66
3906.00;91.65
3905.00;91.65
3904.00;91.67
3903.00;91.68
3902.00;91.69
3901.00;91.70
3900.00;91.71
3899.00;91.73
3898.00;91.76
3897.00;91.79
3896.00;91.80
3895.00;91.79
3894.00;91.78
3893.00;91.79
3892.00;91.82
3891.00;91.85
3890.00;91.85
3889.00;91.84
3888.00;91.80
3887.00;91.77
3886.00;91.74
3885.00;91.72
3884.00;91.73
3883.00;91.76
3882.00;91.79
3881.00;91.81
3880.00;91.80
3879.00;91.78
3878.00;91.76
3877.00;91.77
3876.00;91.81
3875.00;91.86
3874.00;91.89
3873.00;91.89
3872.00;91.88
3871.00;91.87
3870.00;91.84
3869.00;91.81
3868.00;91.80
3867.00;91.81
3866.00;91.83
3865.00;91.85
3864.00;91.85
3863.00;91.85
3862.00;91.86
3861.00;91.88
3860.00;91.90
3859.00;91.90
3858.00;91.89
3857.00;91.87
3856.00;91.86
3855.00;91.87
3854.00;91.87
3853.00;91.85
3852.00;91.83
3851.00;91.83
3850.00;91.84
3849.00;91.87
3848.00;91.89
3847.00;91.91
3846.00;91.91
3845.00;91.91
3844.00;91.89
3843.00;91.87
3842.00;91.85
3841.00;91.87
3840.00;91.91
3839.00;91.96
3838.00;91.97
3837.00;91.94
3836.00;91.89
3835.00;91.86
3834.00;91.86
3833.00;91.88
3832.00;91.89
3831.00;91.88
3830.00;91.88
3829.00;91.89
3828.00;91.91
3827.00;91.93
3826.00;91.92
3825.00;91.91
3824.00;91.91
3823.00;91.93
3822.00;91.95
3821.00;91.93
3820.00;91.88
3819.00;91.85
3818.00;91.85
3817.00;91.88
3816.00;91.90
3815.00;91.91
3814.00;91.93
3813.00;91.96
3812.00;91.98
3811.00;91.97
3810.00;91.95
3809.00;91.93
3808.00;91.93
3807.00;91.93
3806.00;91.92
3805.00;91.90
3804.00;91.88
3803.00;91.89
3802.00;91.90
3801.00;91.89
3800.00;91.88
3799.00;91.87
3798.00;91.87
3797.00;91.87
3796.00;91.87
3795.00;91.87
3794.00;91.86
3793.00;91.85
3792.00;91.84
3791.00;91.86
3790.00;91.89
3789.00;91.95
3788.00;92.00
3787.00;92.02
3786.00;92.01
3785.00;91.97
3784.00;91.92
3783.00;91.89
3782.00;91.88
3781.00;91.90
3780.00;91.93
3779.00;91.94
3778.00;91.95
3777.00;91.95
3776.00;91.97
3775.00;91.98
3774.00;91.99
3773.00;91.99
3772.00;91.98
3771.00;91.97
3770.00;91.96
3769.00;91.95
3768.00;91.94
3767.00;91.95
3766.00;91.94
3765.00;91.93
3764.00;91.91
3763.00;91.90
3762.00;91.91
3761.00;91.94
3760.00;91.98
3759.00;92.02
3758.00;92.05
3757.00;92.05
3756.00;92.04
3755.00;92.00
3754.00;91.94
3753.00;91.91
3752.00;91.90
3751.00;91.95
3750.00;91.99
3749.00;92.00
3748.00;91.97
3747.00;91.92
3746.00;91.90
3745.00;91.91
3744.00;91.94
3743.00;91.96
3742.00;91.97
3741.00;91.98
3740.00;91.97
3739.00;91.94
3738.00;91.91
3737.00;91.89
3736.00;91.88
3735.00;91.89
3734.00;91.90
3733.00;91.91
3732.00;91.91
3731.00;91.91
3730.00;91.91
3729.00;91.91
3728.00;91.89
3727.00;91.85
3726.00;91.82
3725.00;91.82
3724.00;91.88
3723.00;91.96
3722.00;92.02
3721.00;92.05
3720.00;92.05
3719.00;92.05
3718.00;92.04
3717.00;92.03
3716.00;92.02
3715.00;92.01
3714.00;92.02
3713.00;92.05
3712.00;92.07
3711.00;92.07
3710.00;92.04
